vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.002115655853314445,1.0161117078410304,0.4343169819617094,-0.1,0.42
1,ICC2,0.06479217603911967,1.3879941434846257,0.2708741042656769,-0.11,0.58
2,ICC2,0.004940014114326061,1.040276179516686,0.42152124177452394,-0.09,0.41
