vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.11891117478510022,3.6774193548387033,0.016005465551767097,-0.0,0.54
1,ICC2,0.007272727272727287,1.065963060686016,0.4082668298900273,-0.08,0.39
2,ICC2,0.017769002961500486,1.3146853146853146,0.2977309265219111,-0.03,0.29
