,count,mean,std,min,25%,50%,75%,max
Bund_in_Euro,3.0,276000.0,119528.23934116992,205000.0,207000.0,209000.0,311500.0,414000.0
Land_in_Euro,4.0,23000.0,15769.168230019828,11000.0,14000.0,17500.0,26500.0,46000.0
Gesamt_in_Euro,6.0,767433.3333333334,1011088.2882650093,4600.0,120000.0,175000.0,1587500.0,2090000.0
