model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.015220164087839032,0.0917743698407022,0.2665006226650062,0.10635646032405484,0.12038190120381902
GPT-4o,0.006991169336456505,0.07671117950070445,0.21171836533727229,0.08575653031049778,0.13392417528311176
Gemini,0.010145111873371106,0.0783123689910881,0.2288329519450801,0.09253321117727897,0.11624713958810068
Grok,0.01372920222523419,0.09046406738422386,0.2753556677374943,0.10932475884244375,0.13308857273978889
Claude,0.016781271818837373,0.08927416052236216,0.23863194714341235,0.08790353947880201,0.11037699183832105
