vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.08658420551855361,1.957894736842104,0.12934099258461748,-0.04,0.53
1,ICC2,0.1076294277929155,3.7622377622377607,0.01455064678251962,-0.0,0.51
2,ICC2,-0.0023584905660378923,0.9438202247190975,0.4744950350730343,-0.03,0.17
