model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.014876712395785868,0.09197662439333223,0.24234800838574425,0.0906420478388586,0.11740041928721175
GPT-4o,0.009106477801907244,0.07032269820531711,0.1783018867924528,0.07554296506137866,0.12830188679245283
Gemini,0.011762910245362357,0.07697067872310547,0.20779220779220778,0.0842671447781264,0.1200179131213614
Grok,0.012912861319270242,0.08541493928834813,0.2566651604157253,0.10040705563093623,0.13465883416177135
Claude,0.015705730631502216,0.08359157938068544,0.19262782401902498,0.07060690202300675,0.11256440745144669
