model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.014712231494882657,0.08066322999869407,0.16603773584905662,0.059045657397871605,0.08576329331046312
GPT-4o,0.0036421191504945934,0.05406028830491382,0.12759415833973867,0.043076923076923075,0.0837817063797079
Gemini,0.004939188449770409,0.061414572364893665,0.13560606060606062,0.05003790750568612,0.08106060606060606
Grok,0.00797549419011335,0.07602254883865328,0.16505576208178438,0.0662202380952381,0.08550185873605949
Claude,0.013225429433157592,0.07285002367422067,0.16173570019723865,0.0625,0.08547008547008546
