model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.04216407647853083,0.14675044059475484,0.31746031746031744,0.1213288396726047,0.1568061568061568
GPT-4o,0.016625817350862562,0.10437076111529765,0.29265770423991727,0.10041407867494823,0.16339193381592554
Gemini,0.0027853020312753377,0.06843132975270444,0.18159357628165534,0.06926406926406926,0.10253242742433603
Grok,0.02357783156730002,0.13854273162401146,0.3458333333333333,0.12721584984358708,0.16874999999999998
Claude,0.027828964010057407,0.12701202922789026,0.27815777473780207,0.0985851209493382,0.1440948472412221
