model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.029330745243171148,0.1406083144441397,0.3037220843672457,0.1212121212121212,0.15682382133995038
GPT-4o,0.018548809402821286,0.10031039442804149,0.28496042216358836,0.10142630744849446,0.16992084432717677
Gemini,0.0024217750745655314,0.06342506011651465,0.16873449131513646,0.05341614906832298,0.09181141439205955
Grok,0.02865402267762166,0.13339420374689268,0.3205325140809012,0.12711430035879037,0.16180235535074244
Claude,0.02174991995541302,0.11987223024658952,0.2754491017964072,0.09866297833102812,0.14555504375863657
