model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.02343984215527229,0.09294935825253028,0.193225558121632,0.07473035439137134,0.10469591993841416
GPT-4o,0.010618653775903921,0.07219247057857582,0.17768421052631575,0.06405394016013485,0.11368421052631578
Gemini,0.006928594065624558,0.06614514980006873,0.16044616044616045,0.050665521683125804,0.09094809094809096
Grok,0.013833880400942744,0.09795795611781254,0.2273489932885906,0.08564231738035263,0.11577181208053691
Claude,0.021218164329302715,0.09040067607039282,0.18268876611418047,0.06561002580169555,0.10313075506445672
