vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.2601043024771837,3.938144329896904,0.011969612651038913,0.02,0.74
1,ICC2,0.3403263403263404,6.703125000000006,0.0008095401744294228,0.06,0.79
2,ICC2,0.11710037174721191,1.8196010407632264,0.15468004892970724,-0.07,0.63
