vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.16926272066458978,3.9636363636363643,0.011638716097699666,0.0,0.63
1,ICC2,-0.0352831940575672,0.4171779141104306,0.831212380297549,-0.06,0.13
2,ICC2,-0.05489773950484384,0.185303514376997,0.964829825673774,-0.07,0.09
