model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.015715498078372536,0.11314267751382949,0.28902139600140303,0.1024921024921025,0.12346545071904594
GPT-4o,0.003763475307542181,0.073246119170282,0.2385670731707317,0.07856598016781083,0.12728658536585366
Gemini,0.00014845051760288677,0.04246773140534261,0.13293566254793354,0.04520255863539446,0.06731998295696634
Grok,0.00889646428464436,0.09596422210328673,0.27841540170307294,0.09855502037791775,0.12439837097371344
Claude,0.011430159127747702,0.08978196132330248,0.28931698774080555,0.11356466876971608,0.123292469352014
