Anzahl,Nicht_NA,Anteil_NA,Minimum,Q1,Median,Mittelwert,Q3,Maximum,SD
44,5,0.8863636363636364,0.0013,0.00477,0.0839,73671.817994,118359,250000,111098.1199754318
