vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.1640625000000002,3.5609756097561034,0.01826483473220946,-0.0,0.63
1,ICC2,0.048387096774193394,1.681818181818179,0.18498264196815034,-0.04,0.42
2,ICC2,0.19949174078780177,5.8757763975155335,0.0016944377586178788,0.02,0.66
