model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.013739659525978309,0.0973984863407484,0.24512055109070036,0.0884549109707065,0.10849598163030999
GPT-4o,0.0029756794117126186,0.06393154741068263,0.19256550883607557,0.07439024390243902,0.10725167580743449
Gemini,3.692351788945288e-05,0.03575061205682632,0.10526315789473684,0.03646185010128292,0.05802968960863697
Grok,0.0061029302038996406,0.08152530651717854,0.23294608281203455,0.0834575260804769,0.10723860589812333
Claude,0.016105730708168727,0.08830281246823328,0.22798487304159915,0.08216216216216217,0.1015667206915181
