model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.01913780075234688,0.1036582886514953,0.2370617696160267,0.08419645840294018,0.12020033388981637
GPT-4o,0.004033589042555355,0.06026068118008369,0.18782870022539444,0.06691729323308271,0.1217129977460556
Gemini,0.0009950735401834763,0.04817061106309934,0.14048934490923443,0.04660347551342811,0.07024467245461721
Grok,0.006789752998448745,0.08240789064210223,0.22955738934733688,0.07882882882882884,0.12603150787696923
Claude,0.017047089359351113,0.08972919819138099,0.23855024711696873,0.08374546653478404,0.11795716639209226
