n,seiten_pro_besuch_mittelwert,seiten_pro_besuch_sd,seiten_pro_besuch_min,seiten_pro_besuch_median,seiten_pro_besuch_max,bounce_rate_mittelwert_prop,bounce_rate_sd_prop,bounce_rate_min_prop,bounce_rate_median_prop,bounce_rate_max_prop
31,1.9035483870967742,0.12851843932802726,1.62,1.89,2.21,0.6448,0.02943810455854792,0.5927,0.6404000000000001,0.7084
