vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.07348242811501593,3.284768211920529,0.02512561187773544,-0.01,0.42
1,ICC2,0.08979089790897953,3.3548387096774452,0.02315530354828188,-0.01,0.47
2,ICC2,0.04288702928870296,2.6399999999999992,0.05456312813115365,-0.01,0.31
