model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.020733461721358676,0.11189306060250051,0.2671552298467688,0.09866666666666667,0.11592271818787475
GPT-4o,0.007007993479337409,0.06872708063027229,0.20674486803519063,0.07116654438738078,0.12756598240469208
Gemini,0.0010659402282466354,0.0471512659534306,0.1291616526273566,0.044961862705740666,0.0762133975130365
Grok,0.011421123024006274,0.0994806899030898,0.2599640933572711,0.09054976643909451,0.12926391382405747
Claude,0.021793565207622673,0.11056507335990476,0.2522851919561243,0.08109756097560974,0.11029859841560025
