vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.18584070796460178,5.565217391304345,0.0022666964587400172,0.01,0.64
1,ICC2,0.21936758893280614,6.091743119266038,0.0013903404669411395,0.02,0.69
2,ICC2,0.06542056074766348,2.4227642276422756,0.07152089208362343,-0.02,0.42
