model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.010275284309879142,0.07530635861001132,0.16784255477163013,0.052768487551096255,0.07575194949870033
GPT-4o,0.000629149668431592,0.0380500448511883,0.11910882604970008,0.04288164665523156,0.07969151670951158
Gemini,0.0018625476104815923,0.0525784247163079,0.12635983263598327,0.04522613065326633,0.07364016736401673
Grok,0.0019455686155509097,0.05828123620861547,0.1473419840937631,0.049434436531210726,0.0786940142318962
Claude,0.012069521991751481,0.07116577506071368,0.15166204986149584,0.05128205128205129,0.06717451523545706
