statistics_code_n,statistics_code_mittelwert,statistics_code_sd,statistics_code_min,statistics_code_q25,statistics_code_median,statistics_code_q75,statistics_code_max,time_n,time_mittelwert,time_sd,time_min,time_q25,time_median,time_q75,time_max,value_n,value_mittelwert,value_sd,value_min,value_q25,value_median,value_q75,value_max
74,31121,0,31121,31121,31121,31121,31121,74,2019.1351351351352,3.176645617431792,2014,2016.25,2019,2022,2024,74,7.702702702702703,9.292403333832574,-2,2,4,9,45
