vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.058704453441295455,1.7754010695187152,0.16380852264305334,-0.04,0.45
1,ICC2,0.04952076677316313,2.3025210084033674,0.0832316740219223,-0.01,0.36
2,ICC2,0.04661016949152551,3.0370370370370443,0.033674733287401164,-0.01,0.31
