model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.016549077539427314,0.09626353190834228,0.24426450742240216,0.0864280891289669,0.12078272604588394
GPT-4o,0.007170371773946807,0.06826094057641882,0.20745069393718044,0.07090643274853801,0.12783053323593863
Gemini,0.0011446569891792858,0.050786183734329304,0.14162077104642012,0.04488188976377953,0.07710464201416209
Grok,0.011115760429241417,0.09376015780264887,0.250272034820457,0.08493647912885663,0.1291258614435981
Claude,0.016590457500615503,0.09193599391223473,0.2497560975609756,0.0878620240807029,0.11967479674796747
