,count,mean,std,min,25%,50%,75%,max
Hauptprobenummer,44.0,201500428.0,0.0,201500428.0,201500428.0,201500428.0,201500428.0,201500428.0
Ergebnis_num,5.0,73671.817994,111098.1199754318,0.0013,0.00477,0.0839,118359.0,250000.0
