FID,id,kenn,name,geom,start_measure,end_measure,value,unit,validated,nuclide,duration
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-337d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-14T00:00:00,2025-05-15T00:00:00,0.101,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-337b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-15T00:00:00,2025-05-16T00:00:00,0.1,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3379,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-16T00:00:00,2025-05-17T00:00:00,0.101,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3377,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-17T00:00:00,2025-05-18T00:00:00,0.099,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3376,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-18T00:00:00,2025-05-19T00:00:00,0.1,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3374,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-19T00:00:00,2025-05-20T00:00:00,0.1,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3372,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-20T00:00:00,2025-05-21T00:00:00,0.102,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3371,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-21T00:00:00,2025-05-22T00:00:00,0.102,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-336e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-22T00:00:00,2025-05-23T00:00:00,0.101,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-336d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-23T00:00:00,2025-05-24T00:00:00,0.101,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-336b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-24T00:00:00,2025-05-25T00:00:00,0.101,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3369,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-25T00:00:00,2025-05-26T00:00:00,0.1,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3368,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-26T00:00:00,2025-05-27T00:00:00,0.097,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3365,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-27T00:00:00,2025-05-28T00:00:00,0.099,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3364,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-28T00:00:00,2025-05-29T00:00:00,0.1,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3361,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-29T00:00:00,2025-05-30T00:00:00,0.094,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3360,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-30T00:00:00,2025-05-31T00:00:00,0.096,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-335e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-05-31T00:00:00,2025-06-01T00:00:00,0.099,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-335c,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-01T00:00:00,2025-06-02T00:00:00,0.097,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-335b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-02T00:00:00,2025-06-03T00:00:00,0.094,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3358,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-03T00:00:00,2025-06-04T00:00:00,0.096,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3357,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-04T00:00:00,2025-06-05T00:00:00,0.101,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3355,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-05T00:00:00,2025-06-06T00:00:00,0.094,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3354,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-06T00:00:00,2025-06-07T00:00:00,0.095,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3352,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-07T00:00:00,2025-06-08T00:00:00,0.095,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3351,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-08T00:00:00,2025-06-09T00:00:00,0.095,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-334f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-09T00:00:00,2025-06-10T00:00:00,0.095,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-334d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-10T00:00:00,2025-06-11T00:00:00,0.097,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-334b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-11T00:00:00,2025-06-12T00:00:00,0.096,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3346,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-12T00:00:00,2025-06-13T00:00:00,0.098,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3343,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-13T00:00:00,2025-06-14T00:00:00,0.099,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3342,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-14T00:00:00,2025-06-15T00:00:00,0.1,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-333f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-15T00:00:00,2025-06-16T00:00:00,0.102,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-333e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-16T00:00:00,2025-06-17T00:00:00,0.096,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-333d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-17T00:00:00,2025-06-18T00:00:00,0.097,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-333a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-18T00:00:00,2025-06-19T00:00:00,0.099,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3339,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-19T00:00:00,2025-06-20T00:00:00,0.099,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3338,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-20T00:00:00,2025-06-21T00:00:00,0.098,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3336,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-21T00:00:00,2025-06-22T00:00:00,0.1,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3334,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-22T00:00:00,2025-06-23T00:00:00,0.102,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3333,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-23T00:00:00,2025-06-24T00:00:00,0.101,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3332,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-24T00:00:00,2025-06-25T00:00:00,0.099,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-332f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-25T00:00:00,2025-06-26T00:00:00,0.101,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-332e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-26T00:00:00,2025-06-27T00:00:00,0.101,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-332d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-27T00:00:00,2025-06-28T00:00:00,0.099,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-332a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-28T00:00:00,2025-06-29T00:00:00,0.097,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3329,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-29T00:00:00,2025-06-30T00:00:00,0.099,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3328,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-06-30T00:00:00,2025-07-01T00:00:00,0.1,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3325,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-01T00:00:00,2025-07-02T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3324,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-02T00:00:00,2025-07-03T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3323,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-03T00:00:00,2025-07-04T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3320,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-04T00:00:00,2025-07-05T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-331f,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-05T00:00:00,2025-07-06T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-331e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-06T00:00:00,2025-07-07T00:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-331b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-07T00:00:00,2025-07-08T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-331a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-08T00:00:00,2025-07-09T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3318,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-09T00:00:00,2025-07-10T00:00:00,0.114,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3316,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-10T00:00:00,2025-07-11T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3315,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-11T00:00:00,2025-07-12T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3313,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-12T00:00:00,2025-07-13T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3311,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-13T00:00:00,2025-07-14T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3310,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-14T00:00:00,2025-07-15T00:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-330e,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-15T00:00:00,2025-07-16T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-330d,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-16T00:00:00,2025-07-17T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-330b,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-17T00:00:00,2025-07-18T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-330a,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-18T00:00:00,2025-07-19T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3308,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-19T00:00:00,2025-07-20T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3306,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-20T00:00:00,2025-07-21T00:00:00,0.121,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3305,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-21T00:00:00,2025-07-22T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3303,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-22T00:00:00,2025-07-23T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-3301,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-23T00:00:00,2025-07-24T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32ff,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-24T00:00:00,2025-07-25T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32fe,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-25T00:00:00,2025-07-26T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32f9,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-26T00:00:00,2025-07-27T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32f8,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-27T00:00:00,2025-07-28T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32f6,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-28T00:00:00,2025-07-29T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32f5,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-29T00:00:00,2025-07-30T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32f4,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-30T00:00:00,2025-07-31T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32f2,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-07-31T00:00:00,2025-08-01T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32f0,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-01T00:00:00,2025-08-02T00:00:00,0.112,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32ef,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-02T00:00:00,2025-08-03T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32ed,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-03T00:00:00,2025-08-04T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32eb,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-04T00:00:00,2025-08-05T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32ea,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-05T00:00:00,2025-08-06T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32e9,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-06T00:00:00,2025-08-07T00:00:00,0.111,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32e6,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-07T00:00:00,2025-08-08T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32e5,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-08T00:00:00,2025-08-09T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32e4,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-09T00:00:00,2025-08-10T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32e1,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-10T00:00:00,2025-08-11T00:00:00,0.113,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32e0,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-11T00:00:00,2025-08-12T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32df,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-12T00:00:00,2025-08-13T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32dc,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-13T00:00:00,2025-08-14T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32db,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-14T00:00:00,2025-08-15T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32da,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-15T00:00:00,2025-08-16T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32d7,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-16T00:00:00,2025-08-17T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32d6,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-17T00:00:00,2025-08-18T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32d5,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-18T00:00:00,2025-08-19T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32d2,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-19T00:00:00,2025-08-20T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32d1,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-20T00:00:00,2025-08-21T00:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32d0,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-21T00:00:00,2025-08-22T00:00:00,0.118,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32ce,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-22T00:00:00,2025-08-23T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32cc,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-23T00:00:00,2025-08-24T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32ca,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-24T00:00:00,2025-08-25T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32c8,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-25T00:00:00,2025-08-26T00:00:00,0.119,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32c7,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-26T00:00:00,2025-08-27T00:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32c6,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-27T00:00:00,2025-08-28T00:00:00,0.12,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32c4,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-28T00:00:00,2025-08-29T00:00:00,0.124,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32c2,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-29T00:00:00,2025-08-30T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32c1,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-30T00:00:00,2025-08-31T00:00:00,0.115,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32bf,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-08-31T00:00:00,2025-09-01T00:00:00,0.116,µSv/h,1,Gamma-ODL-Brutto,1d
odlinfo_timeseries_odl_24h.fid-50d7254d_19c093c5c73_-32bd,DEZ1778,096761181,Dorfprozelten,POINT (49.78 9.38),2025-09-01T00:00:00,2025-09-02T00:00:00,0.117,µSv/h,1,Gamma-ODL-Brutto,1d
