model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.016940828087898013,0.09853884479698724,0.22875131164742918,0.1008050402520126,0.12521860790486183
GPT-4o,0.006022571917025501,0.07157113252167742,0.22137112217541172,0.09045611345343042,0.13404825737265416
Gemini,0.0056068717471892135,0.07440542843876384,0.19561933534743203,0.0763416477702192,0.1216012084592145
Grok,0.01228100294252967,0.0985481767843105,0.24636627906976746,0.09963636363636362,0.1300872093023256
Claude,0.018679562734410463,0.09443987036055498,0.23497997329773032,0.09084836339345358,0.1208277703604806
