vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.21052631578947362,7.379310344827584,0.0004589302386283077,0.02,0.67
1,ICC2,0.06303236797274261,2.456692913385822,0.06854102516233078,-0.02,0.41
2,ICC2,0.10285714285714315,2.3473053892215625,0.07864978498104608,-0.03,0.54
