model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.01972535941725822,0.1124283076226758,0.2794218857536132,0.09573002754820939,0.11699931176875428
GPT-4o,0.004297176941459587,0.07349724135156399,0.24327396741189847,0.08494501327265833,0.1273209549071618
Gemini,0.0002260984886411134,0.04523900295664471,0.14038054968287525,0.04485823106220906,0.0668076109936575
Grok,0.0058067029115865115,0.08605747493354797,0.2618073633320937,0.08410867138072199,0.1197471178876906
Claude,0.010452696373646798,0.08512217434962868,0.2670394966794827,0.09233997901364112,0.11674239776301991
