vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.11980440097799519,2.9600000000000004,0.03693381079529208,-0.01,0.56
1,ICC2,0.34542586750788656,5.33949801849406,0.0028146091494006295,0.06,0.8
2,ICC2,0.04955872369314328,1.5589586523736607,0.21701544707492035,-0.05,0.45
