model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.016648267505817188,0.09554276532183036,0.24477410654079568,0.08771929824561404,0.12137559002022925
GPT-4o,0.00976220784558242,0.07121090134118033,0.21164772727272727,0.0824449182658138,0.12357954545454546
Gemini,0.0002566443646558177,0.036891037153307715,0.10672268907563025,0.034482758620689655,0.06050420168067227
Grok,0.012263063609709978,0.09826368229470935,0.25379992930364087,0.08489564909798372,0.12937433722163305
Claude,0.016597076738804634,0.09544730524304207,0.25524934383202097,0.08995403808273145,0.11811023622047243
