model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.021426501430517685,0.11505798500776428,0.2978142076502732,0.12030075187969927,0.12568306010928965
GPT-4o,0.007186050803906407,0.08029807833518368,0.25446428571428575,0.09754281459419212,0.12648809523809523
Gemini,7.04777973247097e-05,0.0405665505139334,0.12371134020618557,0.04987102321582115,0.06958762886597938
Grok,0.008689556648490637,0.09714860755218223,0.27738317757009345,0.11522633744855969,0.1263551401869159
Claude,0.014781705305876114,0.08870861950438846,0.24957727426445722,0.09678510998307953,0.12377409536692595
