model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.021131689044944373,0.10311618252569227,0.24314502808060787,0.09917355371900827,0.11826891311529565
GPT-4o,0.009188580105763683,0.07270899419192833,0.20781082049444644,0.0702760846181427,0.1254030813328556
Gemini,0.0007318996658478839,0.043045027993928515,0.12717699473471042,0.04377786785569518,0.0688537869582827
Grok,0.00804087028969996,0.08827619697178042,0.2360340362560118,0.09033691225472047,0.12134665186829448
Claude,0.017488571446857337,0.09427912334292202,0.24582104228121926,0.08461790751065923,0.11864962307440183
