vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.07811400422237856,3.4235807860262013,0.021383312075565424,-0.01,0.43
1,ICC2,0.05063291139240493,1.5294117647058805,0.22550795823821243,-0.05,0.46
2,ICC2,0.03296703296703307,1.6410256410256439,0.1950566601509527,-0.03,0.33
