vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.03314917127071811,1.4183266932270902,0.2604529389168611,-0.05,0.39
1,ICC2,0.0722166499498496,1.5232558139534886,0.22731817630361564,-0.08,0.56
2,ICC2,-0.036204744069912684,0.6539379474940328,0.662044772906681,-0.09,0.25
