statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2019;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;1810;Anzahl;GANK03;Gästeankünfte in Beherbergungsbetrieben
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2019;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;2964;Anzahl;GUEB03;Gästeübernachtungen in Beherbergungsbetrieben
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2018;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;1388;Anzahl;GANK03;Gästeankünfte in Beherbergungsbetrieben
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2018;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;2038;Anzahl;GUEB03;Gästeübernachtungen in Beherbergungsbetrieben
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2017;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;1078;Anzahl;GANK03;Gästeankünfte in Beherbergungsbetrieben
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2017;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;1935;Anzahl;GUEB03;Gästeübernachtungen in Beherbergungsbetrieben
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2016;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;1410;Anzahl;GANK03;Gästeankünfte in Beherbergungsbetrieben
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2016;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;2014;Anzahl;GUEB03;Gästeübernachtungen in Beherbergungsbetrieben
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2015;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;1232;Anzahl;GANK03;Gästeankünfte in Beherbergungsbetrieben
45511;Monatserhebung im Tourismus;JAHR;Berichtsjahr;2015;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09472116;Bad Berneck i.Fichtelgebirge, St;HERKG1;Herkunft der Gäste;AUSLAND;Ausland;1993;Anzahl;GUEB03;Gästeübernachtungen in Beherbergungsbetrieben
