,count,mean,std,min,25%,50%,75%,max
time,65.0,2019.323076923077,3.077680195311947,2014.0,2017.0,2019.0,2022.0,2024.0
value,65.0,6.369230769230769,7.1601528238954835,1.0,2.0,4.0,7.0,32.0
