statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2024;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-2;2 Räume;4;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2020;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-5;5 Räume;7;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2020;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-2;2 Räume;5;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2022;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-2;2 Räume;4;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2022;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-5;5 Räume;7;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2021;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-4;4 Räume;2;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2023;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-4;4 Räume;1;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2016;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-6;6 Räume;3;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2015;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-7UM;7 oder mehr Räume;5;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
31121;Statistik der Baufertigstellungen;JAHR;Berichtsjahr;2014;GEMEIN;Gemeinden (einschl. gemeindefreie Gebiete);09375201;Sünching;RAUM07;Raumzahl;RAUM-6;6 Räume;6;Anzahl;WHNWNG;Wohnungen in Wohn- und Nichtwohngebäuden
