model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.015252662725153887,0.09431428555080354,0.24345460727643656,0.09322898945219463,0.11764705882352942
GPT-4o,0.005423935349756878,0.06651143209934204,0.2096168294515402,0.07969924812030074,0.1284748309541698
Gemini,0.007699382451617874,0.07769389847158145,0.19717288872779995,0.07181719260065289,0.1145342515404132
Grok,0.005919046162899537,0.07839828961883644,0.2314540059347181,0.08463251670378619,0.12388724035608309
Claude,0.011997910023366904,0.08398503526941394,0.241285030758715,0.08686730506155951,0.11961722488038277
