model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.03732840566746582,0.14013691421587146,0.2800734618916437,0.10294117647058823,0.14692378328741967
GPT-4o,0.020573555051129552,0.10685870718847977,0.2881612090680101,0.09379727685325265,0.16120906801007556
Gemini,0.004328143633840856,0.07617249052724105,0.18689320388349517,0.06561360874848117,0.11650485436893203
Grok,0.021384267045657535,0.12046886270967273,0.294025974025974,0.10192407696307852,0.16935064935064933
Claude,0.03242844089680123,0.13067350258864893,0.2864606007836309,0.08976034858387799,0.14192424902046147
