vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.4464414090582313,6.381282495667239,0.0010724884467641772,0.13,0.85
1,ICC2,0.11452810180275719,3.368421052631581,0.022793014850165903,-0.01,0.53
2,ICC2,0.14959652389819977,2.8065967016491733,0.044474070822790604,-0.02,0.62
