model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.018659541158340433,0.0910256147744421,0.2543747332479727,0.09653994019649723,0.12291933418693982
GPT-4o,0.006615505069528589,0.07474276222313488,0.20901436354631006,0.08428358948934062,0.1347201584943041
Gemini,0.004142291423411721,0.06534989694042098,0.19421284943599806,0.07167403043691704,0.10299166257969593
Grok,0.015955887904511152,0.09503197261614402,0.2755798090040928,0.10468821119708693,0.1318781264211005
Claude,0.0144521453616995,0.09677905956687677,0.2591283863368669,0.09901768172888016,0.11228896741264233
