vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.152806652806653,5.509202453987751,0.0023908515109041634,0.01,0.59
1,ICC2,0.10759493670886071,3.9720279720279663,0.011531970667371865,-0.0,0.51
2,ICC2,0.2047619047619047,7.515151515151514,0.00041095908680181386,0.02,0.66
