model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.012188971287381691,0.08864836699244324,0.17787264318747775,0.06763972944108224,0.09107079331198861
GPT-4o,0.0026085797381896155,0.05723260449494432,0.14257425742574256,0.053904082441537854,0.08554455445544555
Gemini,0.0025684750270869162,0.06358731363373825,0.14166996438464582,0.047524752475247525,0.08626830233478433
Grok,0.009540348635015544,0.08523960022991309,0.18860946745562132,0.07179866765358994,0.08875739644970414
Claude,0.011633047009666442,0.0804677462641954,0.1811870878167303,0.06668982285515805,0.08955223880597014
