vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.11812297734627866,2.5938864628821015,0.057767890945506314,-0.02,0.57
1,ICC2,0.11870503597122305,2.363636363636363,0.07704574496739586,-0.03,0.58
2,ICC2,0.09264931087289426,2.1060329067641668,0.10690580241224826,-0.03,0.53
