vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.22155688622754494,9.043478260869575,0.00012787504242633833,0.02,0.68
1,ICC2,0.15315315315315298,6.985915492957728,0.0006361028484028027,0.01,0.59
2,ICC2,0.07517899761336516,3.368421052631572,0.022793014850166136,-0.01,0.42
