vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.17269439421338167,2.7917448405253307,0.045287008253605605,-0.02,0.66
1,ICC2,0.04354587869362359,1.8433734939759012,0.14998673327490541,-0.02,0.37
2,ICC2,0.1109422492401214,3.039106145251392,0.033591569593763686,-0.01,0.53
