vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.0665796344647521,1.8121019108280279,0.15619148975079752,-0.04,0.48
1,ICC2,-0.07896794370602037,0.4121071012805588,0.8347103416662282,-0.14,0.2
2,ICC2,-0.012698412698412589,0.8759305210918125,0.5147926646442462,-0.08,0.32
