model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.017250113571276593,0.08760768752792562,0.2576985413290114,0.09975669099756691,0.11831442463533225
GPT-4o,0.007819685211937282,0.0766091869679249,0.20348837209302323,0.08244422890397672,0.1317829457364341
Gemini,0.001496706707112889,0.05106984659364224,0.14383923849814914,0.05187930121757543,0.07086197778952935
Grok,0.01148012690444174,0.08303477162614724,0.2515483563601715,0.1049117787315212,0.1362553596950929
Claude,0.01609566726687396,0.09405150705224427,0.26145339652448657,0.10513833992094862,0.11137440758293839
