model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.042077362392948715,0.1500699007424111,0.3154425612052731,0.12629594721960416,0.15348399246704333
GPT-4o,0.022853870593571055,0.102220708585103,0.2951653944020356,0.10188487009679062,0.16793893129770993
Gemini,0.0025548661358249995,0.06577654513830283,0.17687074829931973,0.06068111455108359,0.10389610389610389
Grok,0.01816744427213425,0.130111034199825,0.327817993795243,0.12215320910973085,0.16442605997931747
Claude,0.0372780540389035,0.12474832803799689,0.28760476400529333,0.10331125827814569,0.13939126599029555
