tage,besuche_mittel,besuche_sd,besuche_min,besuche_max,besucher_mittel,besucher_sd,besucher_min,besucher_max
30,2734.866666666667,791.2824916609715,1463,4149,2287.5,615.6852504211928,1286,3358
