model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.013970364027490063,0.0862811837941484,0.24394390140246494,0.0969800085070183,0.12239694007649811
GPT-4o,0.007177936830350831,0.06915090543506511,0.1871631553160216,0.08043158410985778,0.13424791768740815
Gemini,0.0036208498088850663,0.058052148329235186,0.14371859296482412,0.051307847082494966,0.08944723618090453
Grok,0.013291116711515217,0.08964998425111502,0.25160109789569995,0.09157509157509158,0.1363220494053065
Claude,0.017939697184687683,0.09120743469732844,0.2105263157894737,0.07396339185655586,0.11198208286674133
