model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.03872478524613727,0.1401802503958828,0.30859375,0.11925708699902247,0.1591796875
GPT-4o,0.023569644922981768,0.10559616672656356,0.29571577847439917,0.10774058577405857,0.1724137931034483
Gemini,0.004862191011580243,0.07609333847974832,0.1940119760479042,0.06954436450839328,0.11377245508982035
Grok,0.03181945610661018,0.1349829890054739,0.3176229508196721,0.11897435897435896,0.16290983606557377
Claude,0.03151267548034837,0.1330041051131891,0.2760103181427343,0.08864027538726335,0.14359415305245055
