vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.093220338983051,3.200000000000001,0.027753789164173773,-0.01,0.48
1,ICC2,0.1815235008103725,3.4999999999999947,0.019583556387980504,-0.0,0.66
2,ICC2,0.12897822445561155,2.2962962962962994,0.08389042598479353,-0.03,0.61
