vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.10358565737051786,3.363636363636359,0.02291993715929228,-0.01,0.51
1,ICC2,0.14868105515587535,5.1891891891892,0.003258976920447401,0.01,0.59
2,ICC2,-0.05731225296442691,0.22459893048128338,0.9475404180979543,-0.08,0.11
