model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.010451567467709573,0.07724619877285481,0.1684131736526946,0.05318352059925094,0.07260479041916168
GPT-4o,0.0008431680289698311,0.03906895640053183,0.11964361476453117,0.042462845010615716,0.07806533729316929
Gemini,0.001588557503377477,0.0491712494341688,0.11464435146443515,0.03433835845896147,0.06527196652719665
Grok,0.003077117995151979,0.06384635071294602,0.15901639344262297,0.050041017227235446,0.07622950819672132
Claude,0.011571764785740823,0.0783443352002099,0.1559177888022679,0.04964539007092199,0.06307583274273565
