,count,mean,std,min,25%,50%,75%,max
Hauptprobenummer,4.0,201700234.0,0.0,201700234.0,201700234.0,201700234.0,201700234.0,201700234.0
Ergebnis_num_all,3.0,6001.346666666667,5997.980113382616,4.04,3002.02,6000.0,9000.0,12000.0
