model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.017221309124030786,0.09203822559537615,0.19981412639405202,0.0725581395348837,0.10966542750929367
GPT-4o,0.007999202191117645,0.06999135552860562,0.16308040770101925,0.06462585034013606,0.12684031710079274
Gemini,0.010886360890839527,0.0786529335238933,0.16746666666666665,0.06406833956219968,0.10773333333333333
Grok,0.013374773874778775,0.09033226468928045,0.20384204909284953,0.07692307692307693,0.11953041622198506
Claude,0.014887631353783763,0.08374749396454505,0.1806020066889632,0.062171209947393585,0.10511227902532251
