vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.0733092410944761,1.891959798994977,0.14084261552907515,-0.04,0.49
1,ICC2,0.03097696584590951,1.2682255845942234,0.31603170534109537,-0.08,0.45
2,ICC2,0.10414827890556048,1.6082474226804127,0.2035483230271462,-0.1,0.64
