model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.006699657473650169,0.08495966367136817,0.2304919805370337,0.10310021629416007,0.15804649486393949
GPT-4o,0.005441873743130828,0.07426508720687582,0.19881038211968277,0.10347935821164593,0.15861571737563085
Gemini,1.2705732526227179e-09,0.012829220074135499,0.03938630638882528,0.016720109940448924,0.02198305472864667
Grok,0.0037920480720412845,0.07598770656874049,0.20442610652663168,0.10879759894954043,0.16429107276819205
Claude,0.008233635611112358,0.08055728160281747,0.20642443391258558,0.10305477528089889,0.15411620150956643
