model,bleu,meteor,rouge1,rouge2,rougeL
GPT-5,0.015527687718561963,0.09027172364758058,0.22981878088962107,0.08985985160758451,0.1169686985172982
GPT-4o,0.007325570743418173,0.06881590650406597,0.18829268292682927,0.08007812499999999,0.13365853658536586
Gemini,0.01071478149792168,0.07604068101440817,0.1884526558891455,0.07212205270457697,0.11916859122401849
Grok,0.016777474300265237,0.0901543724338681,0.25495495495495496,0.11181244364292155,0.12792792792792793
Claude,0.017654735993455014,0.08840945526681222,0.22065378900445765,0.08327137546468401,0.11367013372956909
