vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,-6.628197161941232e-17,0.9999999999999993,0.4430251846848802,-0.07,0.33
1,ICC2,0.17569659442724442,4.126721763085394,0.009743006361089315,0.0,0.64
2,ICC2,0.10770440251572323,1.788262370540851,0.16109710643300612,-0.07,0.61
