vis_index,icc_type,icc_value,F,pval,ci95_lower,ci95_upper
0,ICC2,0.09003215434083615,2.356589147286826,0.07773365650861654,-0.02,0.51
1,ICC2,-0.008610086100860951,0.8401826484018273,0.536982152047633,-0.04,0.19
2,ICC2,0.09441233140655107,3.268518518518522,0.025607873584206676,-0.01,0.48
